40.2	-74.85	0.6428571428571428
40.2	-74.75	0.4891304347826087
40.2	-74.8	0.5441176470588235
40.15	-74.8	0.45
40.25	-74.7	0.25
40.3	-74.7	0.625
40.25	-74.8	0.45
40.25	-74.75	0.8333333333333333
40.1	-74.9	0.6166666666666667
40.45	-74.3	0.5083333333333333
40.65	-74.0	0.5145538412597424
40.8	-73.95	0.5163657617872451
40.8	-73.9	0.49919250645994834
40.7	-74.0	0.5091370558375634
41.9	-87.7	0.5254777070063694
41.85	-87.75	0.5049019607843137
41.85	-87.7	0.5474308300395256
42.05	-88.05	0.5714285714285714
41.75	-87.9	0.5
38.15	-84.9	0.603225806451613
38.15	-84.95	0.5
39.1	-84.5	0.5428571428571428
40.05	-83.0	0.4708171206225681
39.95	-83.05	0.5155038759689923
39.8	-83.15	0.0
39.5	-83.85	1.0
39.35	-84.2	0.25
38.5	-84.6	0.0
38.35	-84.6	1.0
38.15	-84.65	0.5
43.8	-79.25	0.5617977528089888
43.75	-79.35	0.4875
43.75	-79.45	0.5166666666666667
43.8	-79.35	0.6875
43.75	-79.4	0.5
37.5	-77.5	0.48961661341853036
37.5	-77.45	0.5289855072463768
37.55	-77.5	0.5081081081081081
37.45	-77.55	0.5508982035928144
37.45	-77.6	0.46296296296296297
38.15	-79.05	0.0
41.5	-95.9	0.33333333333333337
41.55	-95.95	0.875
41.5	-95.95	0.6111111111111112
41.25	-95.8	0.33333333333333337
41.35	-95.9	0.5
34.2	-118.65	0.5212765957446809
30.35	-91.15	0.5192307692307693
30.4	-91.1	0.5251396648044693
30.4	-91.15	0.5461538461538462
30.35	-91.1	0.3529411764705882
41.2	-85.9	0.5333333333333333
41.2	-85.85	0.4772727272727273
41.25	-85.85	0.8125
41.25	-85.9	0.6
41.4	-86.4	0.5
33.55	-84.3	0.4568965517241379
33.55	-84.35	0.5036855036855037
33.75	-84.45	0.5106934543097861
33.6	-84.3	0.7777777777777778
33.6	-84.4	0.4166666666666667
39.65	-79.9	0.5086206896551724
36.3	-86.45	0.4166666666666667
36.35	-86.5	0.09999999999999998
36.35	-86.45	0.4285714285714286
36.3	-86.7	0.6428571428571428
36.2	-86.8	0.5
36.1	-86.8	0.484375
26.15	-80.15	0.48717948717948717
26.35	-80.1	0.38235294117647056
26.25	-80.1	0.3076923076923077
26.1	-80.15	0.4626865671641791
25.95	-80.25	0.5090415913200723
25.75	-80.2	0.5589887640449438
26.1	-80.2	0.5510204081632653
26.25	-80.15	0.6
33.9	-117.35	0.4285714285714286
33.9	-117.2	0.5
33.9	-117.25	0.5111111111111111
33.85	-117.35	0.4
33.9	-117.3	0.5436507936507936
33.9	-117.15	0.4230769230769231
38.9	-77.05	0.5045585412667947
38.7	-77.15	0.4739583333333333
37.25	-77.4	0.5327868852459017
37.15	-77.35	0.5
37.2	-77.4	0.5053763440860215
40.6	-73.95	0.5181621833889652
29.65	-95.65	0.559322033898305
29.5	-95.55	0.44933920704845814
29.65	-95.7	0.43023255813953487
29.65	-95.6	0.5508474576271186
29.55	-95.6	0.4
29.6	-95.55	0.5407725321888412
29.45	-95.45	0.0
29.7	-95.65	0.5174013921113689
29.5	-95.5	0.4226190476190476
29.5	-95.4	0.625
29.55	-95.4	0.6060606060606061
29.55	-95.65	0.5714285714285714
32.3	-90.25	0.46946564885496184
33.15	-87.6	0.33870967741935487
33.2	-87.55	0.5357142857142857
33.2	-87.6	0.5784313725490196
33.15	-87.3	0.4054054054054054
26.2	-80.2	0.5108695652173914
39.95	-75.3	0.4154411764705882
40.6	-74.05	0.5
40.6	-74.0	0.5273933102652826
25.6	-80.4	0.5
25.55	-80.4	0.4696969696969697
25.6	-80.35	0.625
25.65	-80.45	0.5441176470588235
